question_id,lesson_id,text,options,correct_answer,difficulty,explanation
q_559,lesson_011,"You have a ₹20 lakh FD earning 7%. You need ₹15 lakhs. Should you break the FD, take a loan against FD at 8%, or a personal loan at 12%?","[""Break FD"", ""Loan against FD"", ""Personal loan"", ""Partial FD break""]",1,7,"Loan against FD at 8% costs only 1% net (8%-7%), cheaper than losing FD interest or 12% personal loan."
q_560,lesson_011,You are retiring in 5 years with ₹80 lakh property. You are considering a reverse mortgage for retirement income. What should you consider?,"[""Property appreciation potential"", ""Children's inheritance"", ""Monthly income needs"", ""All of these factors""]",3,7,"Reverse mortgage decision requires considering property value growth, family inheritance plans and income requirements."
q_561,lesson_011,When should you avoid taking a secured loan?,"[""When you have no collateral"", ""When interest rates are high"", ""When you need money quickly"", ""When you have low income""]",0,4,"If you have no collateral, you cannot get a secured loan."
q_562,lesson_011,What is the typical loan-to-value ratio for a home loan?,"[""50%"", ""75%"", ""90%"", ""100%""]",2,5,Home loans typically offer up to 75-90% of property value as loan.
q_563,lesson_011,How does a secured loan affect your credit score?,"[""No effect"", ""Can improve score if paid on time"", ""Always lowers score"", ""Only if default""]",1,5,Paying a secured loan on time can improve your credit score.
q_564,lesson_011,What is the difference between a loan against property and a home loan?,"[""Home loan for purchase, loan against property for existing property"", ""No difference"", ""Loan against property has higher rates"", ""Home loan is shorter""]",0,5,"Home loan is for buying property, while loan against property uses existing property as collateral for any need."
q_565,lesson_011,You want to start a business. Should you use your home as collateral?,"[""Yes, always"", ""No, never"", ""Only if business is low risk"", ""Only if you have no other option""]",2,6,Using home as collateral is risky; only consider if business has high chance of success and you can afford loss.
q_566,lesson_011,What is the interest rate on gold loans compared to personal loans?,"[""Higher"", ""Lower"", ""Same"", ""Variable""]",1,5,Gold loans typically have lower interest rates than personal loans due to collateral.
q_567,lesson_011,Can you prepay a secured loan without penalties?,"[""Yes, always"", ""No, never"", ""Depends on loan terms"", ""Only after 1 year""]",2,5,Prepayment penalties depend on the loan terms; some secured loans allow prepayment without charges.
q_568,lesson_011,What happens if you default on a secured loan?,"[""Nothing"", ""Lender can seize collateral"", ""Interest rates increase"", ""You get a warning""]",1,5,Defaulting on a secured loan allows the lender to seize and sell the collateral to recover the loan.
q_569,lesson_011,Is it easier to get a secured loan with bad credit?,"[""Yes, because of collateral"", ""No, never"", ""Only for small amounts"", ""Only from NBFCs""]",0,5,"Collateral reduces lender's risk, so secured loans are easier to get with bad credit."
q_570,lesson_011,What is a top-up loan?,"[""Additional loan on existing secured loan"", ""A new loan"", ""A credit card feature"", ""A personal loan""]",0,5,"A top-up loan is an additional amount on an existing secured loan, often at similar terms."
q_571,lesson_011,When should you consider a loan against securities?,"[""When you need short-term funds"", ""When you want to avoid selling investments"", ""When markets are down"", ""All of the above""]",3,5,"Loan against securities allows you to access funds without selling investments, especially useful if markets are low."
q_572,lesson_011,What is the typical tenure for a gold loan?,"[""1 year"", ""3 years"", ""5 years"", ""10 years""]",0,5,"Gold loans are typically short-term, often up to 1 year, with option to renew."
q_573,lesson_011,How is the value of collateral determined?,"[""By market value"", ""By lender's assessment"", ""By government"", ""By borrower""]",1,5,Lenders assess collateral value based on market value and may apply a haircut for safety.
q_574,lesson_011,Can you use a vehicle as collateral for a loan?,"[""Yes"", ""No"", ""Only if new"", ""Only for business""]",0,5,"Vehicles can be used as collateral for loans, but loan amount depends on depreciation."
q_575,lesson_011,What is the advantage of a loan against insurance policies?,"[""Lower rates"", ""No need to surrender policy"", ""No credit check"", ""Fast processing""]",1,5,"Loan against insurance policies allows you to borrow without surrendering the policy, keeping coverage intact."
q_576,lesson_011,When is a secured loan not advisable?,"[""When you cannot afford repayments"", ""When you have no collateral"", ""When rates are high"", ""All of the above""]",3,5,Secured loans are not advisable if you cannot afford repayments (risk losing collateral) or have no collateral.
q_577,lesson_011,What is the difference between a mortgage and a lien?,"[""Mortgage is for real estate, lien is for other assets"", ""No difference"", ""Lien is for real estate"", ""Mortgage is shorter""]",0,5,"Mortgage typically refers to real estate collateral, while lien can be on other assets."
q_578,lesson_011,How does a secured loan help in debt consolidation?,"[""By offering lower rates to pay off high-cost debts"", ""By increasing debt"", ""By extending tenure"", ""No help""]",0,5,"Secured loans can consolidate high-interest debts into one lower-interest loan, reducing overall cost."
q_579,lesson_011,What is a home equity loan?,"[""Loan against equity in your home"", ""Loan to buy home"", ""Loan for renovation"", ""Personal loan""]",0,5,Home equity loan uses the equity (value minus existing loan) in your home as collateral.
q_580,lesson_011,Can you get a secured loan without income proof?,"[""Yes, if collateral is sufficient"", ""No, never"", ""Only from NBFCs"", ""Only for small amounts""]",0,5,Some lenders may offer secured loans without income proof if collateral value is high enough.
q_581,lesson_011,What is the risk of a reverse mortgage?,"[""You may outlive the loan term"", ""You lose property immediately"", ""High interest rates"", ""No risk""]",0,6,"With a reverse mortgage, you receive payments but interest accrues; risk of owing more than property value if you live long."
q_582,lesson_011,How does loan tenure affect secured loans?,"[""Longer tenure reduces EMI but increases interest cost"", ""Longer tenure increases EMI"", ""No effect"", ""Shorter tenure reduces interest""]",0,5,Longer tenure reduces EMI but increases total interest paid over the loan life.
q_583,lesson_011,What is a secured credit card?,"[""Card backed by cash deposit"", ""Card with high limit"", ""Card for secured loans"", ""No such thing""]",0,5,"Secured credit card requires a cash deposit as collateral, helping build credit."
q_584,lesson_011,When should you avoid a gold loan?,"[""When gold prices are volatile"", ""When you need long-term funds"", ""When you have other options"", ""All of the above""]",3,5,Gold loans are best for short-term needs; avoid if gold prices are falling or you need long-term funds.
q_585,lesson_011,What is the processing time for a secured loan?,"[""Faster than unsecured"", ""Slower"", ""Same"", ""Depends on lender""]",0,5,Secured loans may have faster processing due to collateral reducing risk assessment time.
q_586,lesson_011,Can you negotiate interest rates on secured loans?,"[""Yes, based on collateral and credit"", ""No"", ""Only for large amounts"", ""Only with banks""]",0,5,Interest rates on secured loans can be negotiated based on collateral value and your credit profile.
q_587,lesson_011,What is the impact of prepaying a secured loan?,"[""Saves interest"", ""Increases interest"", ""No effect"", ""Lowers credit score""]",0,5,Prepaying a secured loan saves interest and reduces debt burden.
q_588,lesson_011,How does collateral type affect loan terms?,"[""Different collateral have different LTV and rates"", ""No effect"", ""Only property matters"", ""Only gold matters""]",0,5,Loan terms vary based on collateral type; property may have higher LTV than gold or securities.
q_589,lesson_011,What is a non-recourse loan?,"[""Lender can only seize collateral, not other assets"", ""No collateral needed"", ""High-risk loan"", ""Personal loan""]",0,5,Non-recourse loan limits lender to only the collateral; they cannot go after other assets if collateral value is insufficient.
q_590,lesson_011,When is a loan against property better than a personal loan?,"[""For larger amounts and longer tenure"", ""For smaller amounts"", ""For short-term needs"", ""For credit card debt""]",0,5,Loan against property offers larger amounts and longer tenure at lower rates compared to personal loans.
q_591,lesson_011,What is the tax benefit on home loan interest?,"[""Deduction up to ₹2 lakhs under Section 24"", ""No tax benefit"", ""Deduction for principal under 80C"", ""Both A and C""]",3,5,"Home loan interest deduction up to ₹2 lakhs under Section 24, and principal deduction under 80C."
q_592,lesson_011,Can you use agricultural land as collateral?,"[""Yes"", ""No"", ""Only with government banks"", ""Only for agricultural loans""]",0,5,"Agricultural land can be used as collateral, but lenders may have restrictions."
q_593,lesson_011,What is the advantage of a secured loan for business expansion?,"[""Lower rates and larger amounts"", ""No documentation"", ""No credit check"", ""Fast approval""]",0,5,Secured loans provide lower interest rates and larger loan amounts for business expansion.
q_594,lesson_011,How does a secured loan affect your debt-to-income ratio?,"[""Increases Debt-To-Income Ratio (DTI)"", ""Decreases Debt-To-Income Ratio (DTI)"", ""No effect"", ""Only if default""]",0,5,"Adding a new loan increases your monthly debt obligations, thus increasing Debt-To-Income Ratio (DTI)."
q_595,lesson_011,What is the role of a guarantor in a secured loan?,"[""Adds additional security"", ""No role"", ""Increases interest rate"", ""Decreases loan amount""]",0,5,"A guarantor provides additional security for the loan, which may help in approval or better terms."
q_596,lesson_011,Can you transfer a secured loan to another lender?,"[""Yes, through balance transfer"", ""No"", ""Only if default"", ""Only for home loans""]",0,5,Secured loans can be transferred to another lender for better terms through balance transfer.
q_597,lesson_011,What is the typical interest rate for a loan against property?,"[""8-10%"", ""10-12%"", ""12-15%"", ""15-18%""]",0,5,"Loans against property typically have interest rates between 8-10%, lower than unsecured loans."
q_598,lesson_011,How does age affect secured loan eligibility?,"[""Younger borrowers may get longer tenure"", ""No effect"", ""Older borrowers get better rates"", ""Only for retirement""]",0,5,Younger borrowers may get longer tenure due to longer earning potential.
q_599,lesson_011,What is the disadvantage of a secured loan?,"[""Risk of losing collateral"", ""Higher rates"", ""Short tenure"", ""No tax benefits""]",0,5,The main disadvantage is the risk of losing the collateral if you default on payments.
q_600,lesson_011,When is the best time to take a secured loan?,"[""When you have a clear repayment plan"", ""When interest rates are low"", ""When you have valuable collateral"", ""All of the above""]",3,5,"Take a secured loan when you have a repayment plan, low rates, and adequate collateral to minimize risk."
q_601,lesson_012,Generally investments with higher potential returns have:,"[""Lower risk"", ""Higher risk"", ""No risk"", ""Government guarantee""]",1,8,Risk and return are directly related - higher potential returns come with higher risk of loss.
q_602,lesson_012,Which investment typically has the lowest risk?,"[""Stocks"", ""Government bonds"", ""Cryptocurrency"", ""Commodities""]",1,8,Government bonds are considered safest as they're backed by government guarantee.
q_603,lesson_012,What is 'diversification' in investing?,"[""Buying only one stock"", ""Spreading money across different investments"", ""Investing all in gold"", ""Keeping money in bank""]",1,8,Diversification means spreading investments across different assets to reduce overall risk.
q_604,lesson_012,What is the average stock market return over the long term (10+ years) in India?,"[""5-7%"", ""8-10%"", ""12-15%"", ""20-25%""]",2,8,Indian stock market historically delivers 12-15% annual returns over long periods.
q_605,lesson_012,You are a young professional (25 years) investing for retirement. What is the ideal equity-debt allocation?,"[""100% debt for safety"", ""50-50 equity-debt"", ""70-80% equity"", ""100% equity""]",2,9,Young investors can take higher equity exposure (70-80%) due to long investment horizon to ride out volatility.
q_606,lesson_012,Your investment fell 30% in a market crash. What is the best response?,"[""Sell immediately to prevent more loss"", ""Hold and wait for recovery"", ""Invest more if fundamentals unchanged"", ""Switch to FDs""]",2,9,Market crashes can be opportunities to invest more if investment fundamentals remain strong (averaging down).
q_607,lesson_012,"You are comparing investments: FD at 7%, corporate bond at 9%, equity mutual fund expecting 12%. For a 3-year goal, which is best?","[""FD for safety"", ""Corporate bond for balance"", ""Equity for returns"", ""Mix of FD and bonds""]",3,9,"For 3-year goals, equity is risky. A mix of FD and bonds provides safety with better returns."
q_608,lesson_012,"Your portfolio is: 60% stocks up 20%, 30% bonds up 5%, 10% gold down 5%. What is the overall return?","[""8%"", ""10%"", ""12.5%"", ""14%""]",2,10,Weighted return = (0.6×20%) + (0.3×5%) + (0.1×-5%) = 12% + 1.5% - 0.5% = 12.5%.
q_609,lesson_012,"You need ₹50 lakhs in 7 years and can invest ₹40,000/month. The required return is 10%. The market offers: equity (12-15% expected), debt (7-8%). What is the best strategy?","[""100% equity for higher returns"", ""100% debt for safety"", ""70% equity, 30% debt"", ""50% equity, 50% debt""]",2,10,70-30 equity-debt allocation expected to deliver required 10% return with managed risk over 7 years.
q_610,lesson_012,"You are retired with a ₹1 crore corpus and need ₹50,000 monthly income. Inflation is 6%. What is the best investment approach?","[""All in FDs for safety"", ""All in dividend stocks"", ""Systematic withdrawal from balanced fund"", ""Real estate for rental income""]",2,10,Systematic withdrawal from a balanced fund (equity+debt) provides regular income while corpus grows to beat inflation.
q_611,lesson_012,What is systematic risk?,"[""Risk that can be diversified away"", ""Market risk that affects all investments"", ""Risk from poor management"", ""Risk from fraud""]",1,8,Systematic risk is market risk that cannot be diversified away such as interest rate changes or recessions.
q_612,lesson_012,What is unsystematic risk?,"[""Market risk"", ""Risk specific to a company or industry"", ""Inflation risk"", ""Currency risk""]",1,8,Unsystematic risk is specific to a company or industry and can be reduced through diversification.
q_613,lesson_012,Which asset class has the highest historical returns?,"[""Gold"", ""Real estate"", ""Equities"", ""Bonds""]",2,8,Equities have provided the highest historical returns over the long term though with higher volatility.
q_614,lesson_012,What is the risk-free rate in India?,"[""FD rate"", ""Government bond yield"", ""Savings account rate"", ""Inflation rate""]",1,8,Government bond yield is often considered the risk-free rate as it has minimal default risk.
q_615,lesson_012,How does inflation affect investments?,"[""Increases real returns"", ""Decreases real returns"", ""No effect"", ""Only affects bonds""]",1,8,Inflation erodes the purchasing power of money reducing real returns on investments.
q_616,lesson_012,What is the purpose of an emergency fund?,"[""To invest in stocks"", ""To cover unexpected expenses without selling investments"", ""To earn high returns"", ""To pay for vacations""]",1,8,An emergency fund provides liquidity for unexpected expenses preventing the need to sell investments at a loss.
q_617,lesson_012,What is dollar-cost averaging?,"[""Investing a fixed amount regularly"", ""Investing only when market is low"", ""Investing in dollars"", ""Investing large sums at once""]",0,8,Dollar-cost averaging involves investing fixed amounts regularly reducing the impact of market volatility.
q_618,lesson_012,What is a mutual fund?,"[""A pool of money from many investors"", ""A single stock"", ""A bank account"", ""A loan""]",0,8,A mutual fund pools money from many investors to invest in a diversified portfolio of assets.
q_619,lesson_012,What is the difference between active and passive investing?,"[""Active tries to beat market, passive follows index"", ""Active is riskier"", ""Passive is for beginners"", ""No difference""]",0,8,Active investing involves selecting stocks to beat the market while passive investing tracks an index.
q_620,lesson_012,What is an ETF?,"[""Exchange-Traded Fund that tracks an index"", ""A type of stock"", ""A mutual fund with high fees"", ""A bond""]",0,8,ETFs are funds that trade on exchanges and typically track an index offering diversification.
q_621,lesson_012,What is the power of compounding?,"[""Earning interest on interest"", ""Simple interest"", ""Investing only once"", ""No risk""]",0,8,Compounding allows earnings to generate their own earnings leading to exponential growth over time.
q_622,lesson_012,What is a blue-chip stock?,"[""A large, stable company with a history of performance"", ""A new company"", ""A risky stock"", ""A penny stock""]",0,8,Blue-chip stocks are shares of well-established financially sound companies with a history of reliable performance.
q_623,lesson_012,What is market capitalization?,"[""Total value of a company's outstanding shares"", ""Number of shares"", ""Share price"", ""Dividend yield""]",0,8,Market cap is share price multiplied by number of outstanding shares indicating company size.
q_624,lesson_012,What is a dividend?,"[""A portion of company profits paid to shareholders"", ""A type of interest"", ""A loan"", ""A tax""]",0,8,Dividends are payments made by a company to its shareholders from its profits.
q_625,lesson_012,What is yield?,"[""Income return on investment"", ""Capital gain"", ""Total return"", ""Risk measure""]",0,8,Yield is the income return on an investment such as dividend yield or bond yield.
q_626,lesson_012,What is a bond?,"[""A loan to a company or government"", ""A type of stock"", ""A mutual fund"", ""A derivative""]",0,8,A bond is a fixed income instrument representing a loan made by an investor to a borrower.
q_627,lesson_012,What is interest rate risk?,"[""Risk that interest rates change, affecting bond prices"", ""Risk of not getting interest"", ""Risk from inflation"", ""Risk from default""]",0,8,"When interest rates rise, bond prices fall, and vice versa known as interest rate risk."
q_628,lesson_012,What is credit risk?,"[""Risk that borrower may default"", ""Risk from interest rates"", ""Risk from market"", ""Risk from inflation""]",0,8,Credit risk is the risk that the borrower may default on interest or principal payments.
q_629,lesson_012,What is liquidity risk?,"[""Risk that an investment cannot be sold quickly"", ""Risk from low returns"", ""Risk from high volatility"", ""Risk from fraud""]",0,8,Liquidity risk is the risk that an investment cannot be sold quickly without a significant price cut.
q_630,lesson_012,What is inflation risk?,"[""Risk that inflation will erode purchasing power"", ""Risk from deflation"", ""Risk from interest rates"", ""Risk from default""]",0,8,Inflation risk is the risk that the returns on investments will not keep up with inflation.
q_631,lesson_012,What is a risk appetite?,"[""The amount of risk an investor is willing to take"", ""The desire for high returns"", ""The dislike for risk"", ""The type of investments""]",0,8,Risk appetite is the level of risk an investor is comfortable taking based on goals and personality.
q_632,lesson_012,What is asset allocation?,"[""Spreading investments across asset classes"", ""Investing in one asset"", ""Choosing stocks"", ""Market timing""]",0,8,Asset allocation is the strategy of dividing investments among different asset categories to balance risk and return.
q_633,lesson_012,What is rebalancing?,"[""Adjusting portfolio to maintain target asset allocation"", ""Changing investments frequently"", ""Selling all investments"", ""Buying only winners""]",0,8,Rebalancing involves buying or selling assets to maintain your desired asset allocation over time.
q_634,lesson_012,What is a portfolio?,"[""A collection of investments"", ""A single stock"", ""A mutual fund"", ""A bank account""]",0,8,"A portfolio is a collection of financial investments like stocks, bonds, and cash."
q_635,lesson_012,What is a bull market?,"[""A rising market"", ""A falling market"", ""A stagnant market"", ""A volatile market""]",0,8,A bull market is when stock prices are rising or expected to rise.
q_636,lesson_012,What is a bear market?,"[""A falling market"", ""A rising market"", ""A sideways market"", ""A new market""]",0,8,A bear market is when stock prices are falling or expected to fall.
q_637,lesson_012,What is volatility?,"[""The degree of variation in investment returns"", ""The guaranteed return"", ""The average return"", ""The risk-free return""]",0,8,Volatility measures how much the price of an investment fluctuates over time.
q_638,lesson_012,What is standard deviation?,"[""A measure of volatility"", ""A measure of return"", ""A measure of risk appetite"", ""A measure of inflation""]",0,8,"Standard deviation is a statistical measure of the dispersion of returns, indicating volatility."
q_639,lesson_012,What is alpha?,"[""A measure of performance relative to a benchmark"", ""A measure of risk"", ""A measure of return"", ""A measure of diversification""]",0,8,Alpha measures the excess return of an investment relative to the return of a benchmark index.
q_640,lesson_012,What is beta?,"[""A measure of volatility relative to the market"", ""A measure of return"", ""A measure of risk-free rate"", ""A measure of inflation""]",0,8,Beta measures the volatility of an investment compared to the market as a whole.
q_641,lesson_012,What is the Sharpe ratio?,"[""A measure of risk-adjusted return"", ""A measure of total return"", ""A measure of volatility"", ""A measure of alpha""]",0,8,"The Sharpe ratio measures the excess return per unit of risk, helping compare investments."
q_642,lesson_012,What is a hedge?,"[""An investment to reduce risk"", ""A type of stock"", ""A guarantee"", ""A loan""]",0,8,A hedge is an investment made to reduce the risk of adverse price movements in an asset.
q_643,lesson_012,What is a derivative?,"[""A financial instrument whose value is derived from an underlying asset"", ""A stock"", ""A bond"", ""A mutual fund""]",0,8,Derivatives are contracts whose value is based on the performance of an underlying asset.
q_644,lesson_012,What is an option?,"[""A derivative that gives the right to buy or sell at a set price"", ""A obligation to buy"", ""A type of bond"", ""A mutual fund""]",0,8,"An option is a derivative that gives the holder the right, but not the obligation, to buy or sell an asset at a set price."
q_645,lesson_012,What is a futures contract?,"[""An agreement to buy or sell an asset at a future date at a set price"", ""A spot transaction"", ""A loan"", ""An option""]",0,8,A futures contract is a legal agreement to buy or sell an asset at a predetermined price at a specified time in the future.
q_646,lesson_012,What is a mutual fund NAV?,"[""Net Asset Value per share"", ""The total assets"", ""The return"", ""The risk""]",0,8,NAV is the per-share value of a mutual fund calculated as total assets minus liabilities divided by number of shares.
q_647,lesson_012,What is a SIP?,"[""Systematic Investment Plan"", ""Single Investment Plan"", ""Systematic Insurance Plan"", ""Savings Investment Plan""]",0,8,SIP allows investors to invest a fixed amount regularly in a mutual fund benefiting from dollar-cost averaging.
q_648,lesson_012,What is a lumpsum investment?,"[""Investing a large amount at once"", ""Investing regularly"", ""Investing only in bonds"", ""Investing only in stocks""]",0,8,Lumpsum investment involves investing a significant amount of money at one time.
q_649,lesson_012,What is the difference between growth and dividend options in mutual funds?,"[""Growth reinvests dividends, dividend pays out"", ""Growth is riskier"", ""Dividend is better"", ""No difference""]",0,8,"In growth option, dividends are reinvested while in dividend option they are paid out to investors."
q_650,lesson_012,What is the first step in investing?,"[""Set financial goals"", ""Buy stocks"", ""Open a demat account"", ""Save money""]",0,8,"Setting clear financial goals helps determine investment strategy, risk appetite and time horizon."
q_101,lesson_003,You receive an SMS saying you won ₹10 lakhs in a lottery you never entered. What should you do?,"[""Click the link to claim prize"", ""Share your bank details"", ""Delete the message immediately"", ""Forward to friends""]",2,1,Unexpected lottery wins are common scams. Never click links or share details from unsolicited messages.
q_102,lesson_003,Where should you enter your UPI PIN?,"[""On any website asking for it"", ""Only in your official bank/UPI app"", ""In SMS replies"", ""On phone calls""]",1,1,"UPI PIN should only be entered in your official banking or UPI app, never shared elsewhere."
q_103,lesson_003,What makes a strong password for banking apps?,"[""Your birthdate"", ""Your name+123"", ""Mix of letters, numbers, symbols"", ""Password123""]",2,1,"Strong passwords combine uppercase, lowercase letters, numbers and symbols, avoiding personal information."
q_104,lesson_003,Someone claiming to be from your bank calls asking to verify your account by sharing OTP. What's happening?,"[""Routine verification"", ""Scam attempt"", ""Security check"", ""Account upgrade""]",1,2,Banks never ask for OTP over phone. This is a scam where fraudsters use your OTP to access your account.
q_105,lesson_003,You're buying from a new online store. Which payment method is safest?,"[""Direct bank transfer"", ""Cash on delivery"", ""Credit card with OTP"", ""Sharing debit card details""]",2,2,"Credit cards with OTP provide fraud protection and dispute mechanisms, making them safer for unknown merchants."
q_106,lesson_003,Your friend sends a WhatsApp message with a link saying 'Check out this amazing offer!' but the message seems unlike them. What should you do?,"[""Click to see the offer"", ""Verify with friend first"", ""Forward to others"", ""Report to WhatsApp only""]",1,2,Always verify suspicious messages with the sender through another channel - their account may be compromised.
q_107,lesson_003,Website URL shows 'http://bankofinda.com' instead of 'https://bankofindia.com'. What does this indicate?,"[""Faster website"", ""Mobile version"", ""Likely fake website"", ""International version""]",2,2,"Missing 'https', misspelled name indicates a phishing site trying to steal your credentials."
q_108,lesson_003,You notice small unauthorized transactions (₹10-50) on your card over several days. What's the most likely scenario and response?,"[""Bank testing, ignore it"", ""Card testing by fraudsters, block immediately"", ""Processing fees, normal"", ""System errors, will auto-reverse""]",1,3,Small transactions are often fraudsters testing if card works before making large purchases. Block card immediately.
q_109,lesson_003,New employee at office asks you to connect to office WiFi for banking because mobile data is slow. Best response?,"[""Use office WiFi with VPN"", ""Use mobile data despite speed"", ""Use office WiFi carefully"", ""Use colleague's hotspot""]",1,3,"Never use public/office WiFi for banking even with VPN. Mobile data, though slower, is more secure for financial transactions."
q_110,lesson_003,You sell something on OLX. Buyer sends screenshot of payment done but you haven't received money. They're pressuring for delivery. What should you do?,"[""Ship item, money will come"", ""Wait for bank confirmation"", ""Ask for another payment proof"", ""Accept screenshot as proof""]",1,3,Screenshots can be fake. Always wait for actual money in your account and bank confirmation before shipping.
q_111,lesson_003,You receive an email from your bank asking to update your KYC details with a link. What should you do?,"[""Click the link and update"", ""Ignore the email"", ""Contact bank directly using official number"", ""Forward to friends""]",2,2,Banks never send KYC update links via email. Always contact bank through official channels to verify.
q_112,lesson_003,What is two-factor authentication (2FA)?,"[""Using two passwords"", ""A security method with two steps to verify identity"", ""Having two bank accounts"", ""Using two devices""]",1,2,"2FA adds an extra layer of security by requiring two forms of verification, like password and OTP."
q_113,lesson_003,You lose your phone with banking apps logged in. What should you do first?,"[""Nothing, it's safe"", ""Call your friend"", ""Immediately call bank to block cards and SIM"", ""Wait for someone to return it""]",2,3,Immediately contact bank to block cards and SIM to prevent unauthorized access and fraud.
q_114,lesson_003,How often should you update your banking app?,"[""Never"", ""Only when bank calls"", ""Whenever updates are available"", ""Once a year""]",2,2,Regular updates ensure you have the latest security patches and features from the bank.
q_115,lesson_003,What should you do if you suspect your UPI ID has been compromised?,"[""Nothing"", ""Change UPI PIN immediately"", ""Share with friends"", ""Use it more often""]",1,3,"If compromised, change your UPI PIN immediately and monitor transactions for any unauthorized activity."
q_116,lesson_003,You receive a call from someone claiming to be from IT department asking for your bank details to process a refund. What should you do?,"[""Share details immediately"", ""Hang up and report to authorities"", ""Ask for more information"", ""Call back later""]",1,2,IT department never asks for bank details over phone. This is a scam; report it.
q_117,lesson_003,Why should you avoid using public computers for banking?,"[""They are too slow"", ""Risk of keyloggers and data theft"", ""Banks don't allow it"", ""No one uses them""]",1,2,Public computers may have malware that can steal your login credentials and personal information.
q_118,lesson_003,What is the purpose of a CVV number on your card?,"[""It's not important"", ""To make purchases online"", ""To identify the card"", ""To share with friends""]",1,2,"CVV is used for online transactions to verify that you have the physical card, so keep it confidential."
q_119,lesson_003,How can you protect yourself from phishing emails?,"[""Click on all links"", ""Check sender's email address and avoid clicking links"", ""Reply to them"", ""Forward them""]",1,2,Phishing emails often have suspicious sender addresses; avoid clicking links and verify through official sites.
q_120,lesson_003,What should you do before entering card details on a website?,"[""Check for HTTPS and a padlock symbol"", ""Enter quickly"", ""Share with friends first"", ""Ignore the website""]",0,2,"HTTPS and padlock indicate a secure connection, protecting your data during transmission."
q_121,lesson_003,You see a post on social media offering free money in exchange for your bank details. What should you do?,"[""Provide details immediately"", ""Ignore and report the post"", ""Share with friends"", ""Comment on it""]",1,1,Such offers are always scams; never share bank details online for free offers.
q_122,lesson_003,What is a secure way to store your passwords?,"[""Write on paper and keep safe"", ""Use a password manager"", ""Save in phone notes"", ""Share with family""]",1,3,"Password managers encrypt and store passwords securely, reducing risk of theft."
q_123,lesson_003,Why should you enable transaction alerts on your bank account?,"[""To annoy you"", ""To monitor transactions and detect fraud"", ""To increase bank balance"", ""To get discounts""]",1,2,Transaction alerts help you quickly spot and report any unauthorized transactions.
q_124,lesson_003,You receive an OTP without initiating any transaction. What should you do?,"[""Share it with others"", ""Ignore it"", ""Contact your bank immediately"", ""Use it for login""]",2,3,Unsolicited OTP could indicate someone trying to access your account; contact bank to secure it.
q_125,lesson_003,What is the risk of sharing your Aadhaar number freely?,"[""No risk"", ""Identity theft and fraud"", ""You get more offers"", ""It is mandatory""]",1,3,Aadhaar number can be misused for identity theft; share only when necessary with trusted entities.
q_126,lesson_003,How can you verify the authenticity of a banking app?,"[""Download from any website"", ""Download only from official app stores"", ""Get from friends"", ""Use third-party apps""]",1,2,Official app stores like Google Play Store or Apple App Store verify apps for security.
q_127,lesson_003,What should you do if you accidentally share your bank details with a stranger?,"[""Nothing"", ""Monitor account and report to bank if suspicious"", ""Close account immediately"", ""Share more details""]",1,3,Monitor for unauthorized transactions and report to bank to take preventive actions.
q_128,lesson_003,Why is it important to log out from banking apps after use?,"[""To save battery"", ""To prevent unauthorized access if phone is lost"", ""To increase speed"", ""Bank requires it""]",1,2,"Logging out ensures that even if someone has your phone, they cannot access your banking app."
q_129,lesson_003,What is biometric authentication in banking?,"[""Using password only"", ""Using fingerprint or face recognition"", ""Using card only"", ""Using signatures""]",1,2,Biometric authentication uses unique physical features like fingerprint or face for secure access.
q_130,lesson_003,You receive a message that your bank account will be blocked if you don't update details via a link. What should you do?,"[""Click the link"", ""Contact bank directly"", ""Ignore it"", ""Forward to others""]",1,2,This is a common scam; always contact bank through official channels to verify such messages.
q_131,lesson_003,What is the safest way to use UPI for payments?,"[""Share UPI PIN with others"", ""Use only on trusted devices and networks"", ""Use public WiFi"", ""Create simple UPI PIN""]",1,2,Using trusted devices and networks reduces the risk of your UPI PIN being compromised.
q_132,lesson_003,How can you avoid SIM swap fraud?,"[""Share your SIM details freely"", ""Protect your SIM and report loss immediately"", ""Never use mobile data"", ""Use only WiFi""]",1,3,SIM swap fraud can give criminals access to your OTPs; report lost SIM immediately to provider.
q_133,lesson_003,What should you check before making a payment to a new UPI ID?,"[""Nothing"", ""Verify the recipient name and amount"", ""Pay quickly"", ""Ask others to pay""]",1,2,Always verify the recipient name to ensure you are paying the right person and avoid scams.
q_134,lesson_003,Why should you avoid saving card details on websites?,"[""It speeds up payments"", ""It increases risk if website is breached"", ""Websites require it"", ""It is safe""]",1,3,Saved card details can be stolen in data breaches; enter details each time for better security.
q_135,lesson_003,What is the role of a secure connection in online banking?,"[""It makes banking faster"", ""It encrypts data to prevent interception"", ""It is not important"", ""It reduces costs""]",1,2,Secure connections (HTTPS) encrypt data so hackers cannot read it during transmission.
q_136,lesson_003,You find an app that promises to double your money quickly. What should you do?,"[""Download immediately"", ""Avoid it as it is likely a scam"", ""Share with friends"", ""Invest all money""]",1,2,Apps promising high returns quickly are often scams; avoid them and invest through legitimate means.
q_137,lesson_003,What should you do if you receive a suspicious email from your bank?,"[""Delete it without clicking"", ""Click links to check"", ""Reply to it"", ""Forward to all contacts""]",0,2,Delete suspicious emails without clicking to avoid malware or phishing attempts.
